date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2023-03-15,Province No. 7,ACHHAM,Mangalsen,3912,29.1,81.23,"meat, fish and eggs",Fish,139,KG,actual,Retail,NPR,500,3.78
2023-03-15,Province No. 7,ACHHAM,Mangalsen,3912,29.1,81.23,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,NPR,450,3.41
2023-03-15,Province No. 7,ACHHAM,Mangalsen,3912,29.1,81.23,milk and dairy,Milk,81,L,actual,Retail,NPR,100,0.76
2023-03-15,Province No. 7,ACHHAM,Mangalsen,3912,29.1,81.23,oil and fats,Oil (soybean),306,L,actual,Retail,NPR,280,2.12
2023-03-15,Province No. 7,ACHHAM,Mangalsen,3912,29.1,81.23,pulses and nuts,Beans (black),85,KG,actual,Retail,NPR,170,1.29
2023-03-15,Province No. 7,ACHHAM,Mangalsen,3912,29.1,81.23,pulses and nuts,Lentils (broken),335,KG,actual,Retail,NPR,170,1.29
2023-03-15,Province No. 7,ACHHAM,Mangalsen,3912,29.1,81.23,vegetables and fruits,Bananas,254,Dozen,actual,Retail,NPR,150,1.14
2023-03-15,Province No. 7,ACHHAM,Mangalsen,3912,29.1,81.23,vegetables and fruits,Cabbage,181,KG,actual,Retail,NPR,60,0.45
2023-03-15,Province No. 7,ACHHAM,Mangalsen,3912,29.1,81.23,vegetables and fruits,Pumpkin,412,KG,actual,Retail,NPR,60,0.45
2023-03-15,Province No. 7,ACHHAM,Mangalsen,3912,29.1,81.23,vegetables and fruits,Tomatoes,114,KG,actual,Retail,NPR,65,0.49
2023-03-15,Province No. 7,BAJHANG,Chainpur,3903,29.54,81.19,cereals and tubers,Potatoes (red),336,KG,actual,Retail,NPR,40,0.3
2023-03-15,Province No. 7,BAJHANG,Chainpur,3903,29.54,81.19,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,50,0.38
2023-03-15,Province No. 7,BAJHANG,Chainpur,3903,29.54,81.19,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,NPR,76,0.58
2023-03-15,Province No. 7,BAJHANG,Chainpur,3903,29.54,81.19,"meat, fish and eggs",Fish,139,KG,actual,Retail,NPR,400,3.03
2023-03-15,Province No. 7,BAJHANG,Chainpur,3903,29.54,81.19,oil and fats,Oil (mustard),228,L,actual,Retail,NPR,350,2.65
2023-03-15,Province No. 7,BAJHANG,Chainpur,3903,29.54,81.19,oil and fats,Oil (soybean),306,L,actual,Retail,NPR,280,2.12
2023-03-15,Province No. 7,BAJHANG,Chainpur,3903,29.54,81.19,pulses and nuts,Beans (black),85,KG,actual,Retail,NPR,170,1.29
2023-03-15,Province No. 7,BAJHANG,Chainpur,3903,29.54,81.19,vegetables and fruits,Apples,345,KG,actual,Retail,NPR,300,2.27
2023-03-15,Province No. 7,BAJHANG,Chainpur,3903,29.54,81.19,vegetables and fruits,Bananas,254,Dozen,actual,Retail,NPR,140,1.06
2023-03-15,Province No. 7,BAJHANG,Chainpur,3903,29.54,81.19,vegetables and fruits,Pumpkin,412,KG,actual,Retail,NPR,60,0.45
2023-03-15,Province No. 7,BAJHANG,Chainpur,3903,29.54,81.19,vegetables and fruits,Tomatoes,114,KG,actual,Retail,NPR,70,0.53
2023-03-15,Province No. 7,BAJURA,Martadi,3913,29.43,81.5,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,50,0.38
2023-03-15,Province No. 7,BAJURA,Martadi,3913,29.43,81.5,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,NPR,80,0.61
2023-03-15,Province No. 7,BAJURA,Martadi,3913,29.43,81.5,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,85,0.64
2023-03-15,Province No. 7,BAJURA,Martadi,3913,29.43,81.5,"meat, fish and eggs",Fish,139,KG,actual,Retail,NPR,450,3.41
2023-03-15,Province No. 7,BAJURA,Martadi,3913,29.43,81.5,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,NPR,540,4.09
2023-03-15,Province No. 7,BAJURA,Martadi,3913,29.43,81.5,milk and dairy,Milk,81,L,actual,Retail,NPR,100,0.76
2023-03-15,Province No. 7,BAJURA,Martadi,3913,29.43,81.5,oil and fats,Oil (mustard),228,L,actual,Retail,NPR,360,2.72
2023-03-15,Province No. 7,BAJURA,Martadi,3913,29.43,81.5,pulses and nuts,Beans (black),85,KG,actual,Retail,NPR,170,1.29
2023-03-15,Province No. 7,BAJURA,Martadi,3913,29.43,81.5,pulses and nuts,Lentils (broken),335,KG,actual,Retail,NPR,175,1.32
2023-03-15,Province No. 7,BAJURA,Martadi,3913,29.43,81.5,vegetables and fruits,Bananas,254,Dozen,actual,Retail,NPR,140,1.06
2023-03-15,Province No. 7,BAJURA,Martadi,3913,29.43,81.5,vegetables and fruits,Pumpkin,412,KG,actual,Retail,NPR,60,0.45
2023-03-15,Province No. 7,BAJURA,Martadi,3913,29.43,81.5,vegetables and fruits,Tomatoes,114,KG,actual,Retail,NPR,80,0.61
2023-03-15,Province No. 7,KAILALI,Dhangadhi,3905,28.69,80.66,cereals and tubers,Potatoes (red),336,KG,actual,Retail,NPR,31,0.23
2023-03-15,Province No. 7,KAILALI,Dhangadhi,3905,28.69,80.66,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,NPR,75,0.57
2023-03-15,Province No. 7,KAILALI,Dhangadhi,3905,28.69,80.66,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,79,0.6
2023-03-15,Province No. 7,KAILALI,Dhangadhi,3905,28.69,80.66,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,NPR,15,0.11
2023-03-15,Province No. 7,KAILALI,Dhangadhi,3905,28.69,80.66,"meat, fish and eggs",Fish,139,KG,actual,Retail,NPR,350,2.65
2023-03-15,Province No. 7,KAILALI,Dhangadhi,3905,28.69,80.66,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,NPR,390,2.95
2023-03-15,Province No. 7,KAILALI,Dhangadhi,3905,28.69,80.66,milk and dairy,Milk,81,L,actual,Retail,NPR,90,0.68
2023-03-15,Province No. 7,KAILALI,Dhangadhi,3905,28.69,80.66,oil and fats,Oil (mustard),228,L,actual,Retail,NPR,283,2.14
2023-03-15,Province No. 7,KAILALI,Dhangadhi,3905,28.69,80.66,oil and fats,Oil (soybean),306,L,actual,Retail,NPR,243,1.84
2023-03-15,Province No. 7,KAILALI,Dhangadhi,3905,28.69,80.66,pulses and nuts,Chickpeas,244,KG,actual,Retail,NPR,125,0.95
2023-03-15,Province No. 7,KAILALI,Dhangadhi,3905,28.69,80.66,pulses and nuts,Lentils (broken),335,KG,actual,Retail,NPR,168,1.27
2023-03-15,Province No. 7,KAILALI,Dhangadhi,3905,28.69,80.66,pulses and nuts,Peanut,174,KG,actual,Retail,NPR,225,1.7
2023-03-15,Province No. 7,KAILALI,Dhangadhi,3905,28.69,80.66,vegetables and fruits,Apples,345,KG,actual,Retail,NPR,250,1.89
2023-03-15,Province No. 7,KAILALI,Dhangadhi,3905,28.69,80.66,vegetables and fruits,Carrots,166,KG,actual,Retail,NPR,53,0.4
2023-03-15,Province No. 7,KAILALI,Dhangadhi,3905,28.69,80.66,vegetables and fruits,Oranges,360,KG,actual,Retail,NPR,160,1.21
2023-03-15,Province No. 7,KAILALI,Dhangadhi,3905,28.69,80.66,vegetables and fruits,Tomatoes,114,KG,actual,Retail,NPR,53,0.4
2023-04-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Potatoes (red),336,KG,actual,Retail,NPR,35,0.27
2023-04-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,50,0.38
2023-04-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,90,0.69
2023-04-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,"meat, fish and eggs",Fish,139,KG,actual,Retail,NPR,400,3.05
2023-04-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,NPR,400,3.05
2023-04-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,milk and dairy,Milk,81,L,actual,Retail,NPR,75,0.57
2023-04-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,oil and fats,Oil (mustard),228,L,actual,Retail,NPR,340,2.59
2023-04-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,pulses and nuts,Beans (black),85,KG,actual,Retail,NPR,180,1.37
2023-04-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,pulses and nuts,Chickpeas,244,KG,actual,Retail,NPR,130,0.99
2023-04-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,pulses and nuts,Lentils (broken),335,KG,actual,Retail,NPR,165,1.26
2023-04-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,vegetables and fruits,Bananas,254,Dozen,actual,Retail,NPR,120,0.92
2023-04-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,vegetables and fruits,Carrots,166,KG,actual,Retail,NPR,50,0.38
2023-04-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,vegetables and fruits,Pumpkin,412,KG,actual,Retail,NPR,50,0.38
2023-04-15,Province No. 1,DHANKUTA,Dhankuta,647,26.98,87.33,vegetables and fruits,Tomatoes,114,KG,actual,Retail,NPR,45,0.34
2023-04-15,Province No. 1,MORANG,Biratnagar,646,26.45,87.28,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,45,0.34
2023-04-15,Province No. 1,MORANG,Biratnagar,646,26.45,87.28,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,NPR,66,0.5
2023-04-15,Province No. 1,MORANG,Biratnagar,646,26.45,87.28,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,80,0.61
2023-04-15,Province No. 1,MORANG,Biratnagar,646,26.45,87.28,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,NPR,15,0.11
2023-04-15,Province No. 1,MORANG,Biratnagar,646,26.45,87.28,"meat, fish and eggs",Fish,139,KG,actual,Retail,NPR,350,2.67
2023-04-15,Province No. 1,MORANG,Biratnagar,646,26.45,87.28,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,NPR,380,2.9
2023-04-15,Province No. 1,MORANG,Biratnagar,646,26.45,87.28,milk and dairy,Milk,81,L,actual,Retail,NPR,90,0.69
2023-04-15,Province No. 1,MORANG,Biratnagar,646,26.45,87.28,oil and fats,Oil (mustard),228,L,actual,Retail,NPR,330,2.52
2023-04-15,Province No. 1,MORANG,Biratnagar,646,26.45,87.28,oil and fats,Oil (soybean),306,L,actual,Retail,NPR,250,1.91
2023-04-15,Province No. 1,MORANG,Biratnagar,646,26.45,87.28,pulses and nuts,Beans (black),85,KG,actual,Retail,NPR,165,1.26
2023-04-15,Province No. 1,MORANG,Biratnagar,646,26.45,87.28,pulses and nuts,Chickpeas,244,KG,actual,Retail,NPR,120,0.92
2023-04-15,Province No. 1,MORANG,Biratnagar,646,26.45,87.28,pulses and nuts,Lentils (broken),335,KG,actual,Retail,NPR,155,1.18
2023-04-15,Province No. 1,MORANG,Biratnagar,646,26.45,87.28,pulses and nuts,Peanut,174,KG,actual,Retail,NPR,240,1.83
2023-04-15,Province No. 1,MORANG,Biratnagar,646,26.45,87.28,vegetables and fruits,Apples,345,KG,actual,Retail,NPR,280,2.14
2023-04-15,Province No. 1,MORANG,Biratnagar,646,26.45,87.28,vegetables and fruits,Bananas,254,Dozen,actual,Retail,NPR,100,0.76
2023-04-15,Province No. 1,MORANG,Biratnagar,646,26.45,87.28,vegetables and fruits,Cabbage,181,KG,actual,Retail,NPR,30,0.23
2023-04-15,Province No. 1,MORANG,Biratnagar,646,26.45,87.28,vegetables and fruits,Pumpkin,412,KG,actual,Retail,NPR,60,0.46
2023-04-15,Province No. 1,PANCHTHAR,Phidim,3869,27.12,87.8,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,50,0.38
2023-04-15,Province No. 1,PANCHTHAR,Phidim,3869,27.12,87.8,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,NPR,65,0.5
2023-04-15,Province No. 1,PANCHTHAR,Phidim,3869,27.12,87.8,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,NPR,25,0.19
2023-04-15,Province No. 1,PANCHTHAR,Phidim,3869,27.12,87.8,"meat, fish and eggs",Fish,139,KG,actual,Retail,NPR,450,3.43
2023-04-15,Province No. 1,PANCHTHAR,Phidim,3869,27.12,87.8,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,NPR,420,3.21
2023-04-15,Province No. 1,PANCHTHAR,Phidim,3869,27.12,87.8,milk and dairy,Milk,81,L,actual,Retail,NPR,80,0.61
2023-04-15,Province No. 1,PANCHTHAR,Phidim,3869,27.12,87.8,oil and fats,Oil (soybean),306,L,actual,Retail,NPR,230,1.76
2023-04-15,Province No. 1,PANCHTHAR,Phidim,3869,27.12,87.8,pulses and nuts,Chickpeas,244,KG,actual,Retail,NPR,150,1.14
2023-04-15,Province No. 1,PANCHTHAR,Phidim,3869,27.12,87.8,pulses and nuts,Lentils (broken),335,KG,actual,Retail,NPR,155,1.18
2023-04-15,Province No. 1,PANCHTHAR,Phidim,3869,27.12,87.8,pulses and nuts,Peanut,174,KG,actual,Retail,NPR,270,2.06
2023-04-15,Province No. 1,PANCHTHAR,Phidim,3869,27.12,87.8,vegetables and fruits,Apples,345,KG,actual,Retail,NPR,350,2.67
2023-04-15,Province No. 1,PANCHTHAR,Phidim,3869,27.12,87.8,vegetables and fruits,Bananas,254,Dozen,actual,Retail,NPR,120,0.92
2023-04-15,Province No. 1,PANCHTHAR,Phidim,3869,27.12,87.8,vegetables and fruits,Pumpkin,412,KG,actual,Retail,NPR,50,0.38
2023-04-15,Province No. 2,DHANUSHA,Janakpurdham,3878,26.73,85.94,cereals and tubers,Potatoes (red),336,KG,actual,Retail,NPR,30,0.23
2023-04-15,Province No. 2,DHANUSHA,Janakpurdham,3878,26.73,85.94,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,55,0.42
2023-04-15,Province No. 2,DHANUSHA,Janakpurdham,3878,26.73,85.94,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,NPR,75,0.57
2023-04-15,Province No. 2,DHANUSHA,Janakpurdham,3878,26.73,85.94,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,80,0.61
2023-04-15,Province No. 2,DHANUSHA,Janakpurdham,3878,26.73,85.94,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,NPR,15,0.11
2023-04-15,Province No. 2,DHANUSHA,Janakpurdham,3878,26.73,85.94,"meat, fish and eggs",Fish,139,KG,actual,Retail,NPR,350,2.67
2023-04-15,Province No. 2,DHANUSHA,Janakpurdham,3878,26.73,85.94,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,NPR,380,2.9
2023-04-15,Province No. 2,DHANUSHA,Janakpurdham,3878,26.73,85.94,milk and dairy,Milk,81,L,actual,Retail,NPR,100,0.76
2023-04-15,Province No. 2,DHANUSHA,Janakpurdham,3878,26.73,85.94,oil and fats,Oil (mustard),228,L,actual,Retail,NPR,250,1.91
2023-04-15,Province No. 2,DHANUSHA,Janakpurdham,3878,26.73,85.94,oil and fats,Oil (soybean),306,L,actual,Retail,NPR,220,1.68
2023-04-15,Province No. 2,DHANUSHA,Janakpurdham,3878,26.73,85.94,pulses and nuts,Beans (black),85,KG,actual,Retail,NPR,180,1.37
2023-04-15,Province No. 2,DHANUSHA,Janakpurdham,3878,26.73,85.94,pulses and nuts,Chickpeas,244,KG,actual,Retail,NPR,110,0.84
2023-04-15,Province No. 2,DHANUSHA,Janakpurdham,3878,26.73,85.94,pulses and nuts,Lentils (broken),335,KG,actual,Retail,NPR,160,1.22
2023-04-15,Province No. 2,DHANUSHA,Janakpurdham,3878,26.73,85.94,pulses and nuts,Peanut,174,KG,actual,Retail,NPR,220,1.68
2023-04-15,Province No. 2,DHANUSHA,Janakpurdham,3878,26.73,85.94,vegetables and fruits,Apples,345,KG,actual,Retail,NPR,250,1.91
2023-04-15,Province No. 2,DHANUSHA,Janakpurdham,3878,26.73,85.94,vegetables and fruits,Carrots,166,KG,actual,Retail,NPR,100,0.76
2023-04-15,Province No. 2,DHANUSHA,Janakpurdham,3878,26.73,85.94,vegetables and fruits,Pumpkin,412,KG,actual,Retail,NPR,50,0.38
2023-04-15,Province No. 2,PARSA,Birgunj,3874,27.08,84.9,cereals and tubers,Potatoes (red),336,KG,actual,Retail,NPR,30,0.23
2023-04-15,Province No. 2,PARSA,Birgunj,3874,27.08,84.9,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,50,0.38
2023-04-15,Province No. 2,PARSA,Birgunj,3874,27.08,84.9,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,NPR,75,0.57
2023-04-15,Province No. 2,PARSA,Birgunj,3874,27.08,84.9,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,80,0.61
2023-04-15,Province No. 2,PARSA,Birgunj,3874,27.08,84.9,"meat, fish and eggs",Fish,139,KG,actual,Retail,NPR,350,2.67
2023-04-15,Province No. 2,PARSA,Birgunj,3874,27.08,84.9,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,NPR,400,3.05
2023-04-15,Province No. 2,PARSA,Birgunj,3874,27.08,84.9,milk and dairy,Milk,81,L,actual,Retail,NPR,100,0.76
2023-04-15,Province No. 2,PARSA,Birgunj,3874,27.08,84.9,oil and fats,Oil (mustard),228,L,actual,Retail,NPR,240,1.83
2023-04-15,Province No. 2,PARSA,Birgunj,3874,27.08,84.9,pulses and nuts,Beans (black),85,KG,actual,Retail,NPR,180,1.37
2023-04-15,Province No. 2,PARSA,Birgunj,3874,27.08,84.9,pulses and nuts,Lentils (broken),335,KG,actual,Retail,NPR,145,1.11
2023-04-15,Province No. 2,PARSA,Birgunj,3874,27.08,84.9,vegetables and fruits,Cabbage,181,KG,actual,Retail,NPR,40,0.31
2023-04-15,Province No. 2,PARSA,Birgunj,3874,27.08,84.9,vegetables and fruits,Carrots,166,KG,actual,Retail,NPR,100,0.76
2023-04-15,Province No. 2,SAPTARI,Rajbiraj,3884,26.54,86.77,cereals and tubers,Potatoes (red),336,KG,actual,Retail,NPR,35,0.27
2023-04-15,Province No. 2,SAPTARI,Rajbiraj,3884,26.54,86.77,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,NPR,60,0.46
2023-04-15,Province No. 2,SAPTARI,Rajbiraj,3884,26.54,86.77,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,80,0.61
2023-04-15,Province No. 2,SAPTARI,Rajbiraj,3884,26.54,86.77,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,NPR,15,0.11
2023-04-15,Province No. 2,SAPTARI,Rajbiraj,3884,26.54,86.77,milk and dairy,Milk,81,L,actual,Retail,NPR,90,0.69
2023-04-15,Province No. 2,SAPTARI,Rajbiraj,3884,26.54,86.77,oil and fats,Oil (mustard),228,L,actual,Retail,NPR,250,1.91
2023-04-15,Province No. 2,SAPTARI,Rajbiraj,3884,26.54,86.77,oil and fats,Oil (soybean),306,L,actual,Retail,NPR,220,1.68
2023-04-15,Province No. 2,SAPTARI,Rajbiraj,3884,26.54,86.77,pulses and nuts,Chickpeas,244,KG,actual,Retail,NPR,110,0.84
2023-04-15,Province No. 2,SAPTARI,Rajbiraj,3884,26.54,86.77,pulses and nuts,Lentils (broken),335,KG,actual,Retail,NPR,150,1.14
2023-04-15,Province No. 2,SAPTARI,Rajbiraj,3884,26.54,86.77,pulses and nuts,Peanut,174,KG,actual,Retail,NPR,220,1.68
2023-04-15,Province No. 2,SAPTARI,Rajbiraj,3884,26.54,86.77,vegetables and fruits,Apples,345,KG,actual,Retail,NPR,220,1.68
2023-04-15,Province No. 2,SAPTARI,Rajbiraj,3884,26.54,86.77,vegetables and fruits,Cabbage,181,KG,actual,Retail,NPR,30,0.23
2023-04-15,Province No. 2,SAPTARI,Rajbiraj,3884,26.54,86.77,vegetables and fruits,Carrots,166,KG,actual,Retail,NPR,80,0.61
2023-04-15,Province No. 2,SAPTARI,Rajbiraj,3884,26.54,86.77,vegetables and fruits,Pumpkin,412,KG,actual,Retail,NPR,50,0.38
2023-04-15,Province No. 3,CHITAWAN,Narayanghat,3836,27.65,84.39,cereals and tubers,Potatoes (red),336,KG,actual,Retail,NPR,35,0.27
2023-04-15,Province No. 3,CHITAWAN,Narayanghat,3836,27.65,84.39,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,52,0.4
2023-04-15,Province No. 3,CHITAWAN,Narayanghat,3836,27.65,84.39,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,NPR,80,0.61
2023-04-15,Province No. 3,CHITAWAN,Narayanghat,3836,27.65,84.39,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,85,0.65
2023-04-15,Province No. 3,CHITAWAN,Narayanghat,3836,27.65,84.39,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,NPR,15,0.11
2023-04-15,Province No. 3,CHITAWAN,Narayanghat,3836,27.65,84.39,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,NPR,400,3.05
2023-04-15,Province No. 3,CHITAWAN,Narayanghat,3836,27.65,84.39,milk and dairy,Milk,81,L,actual,Retail,NPR,102,0.78
2023-04-15,Province No. 3,CHITAWAN,Narayanghat,3836,27.65,84.39,oil and fats,Oil (mustard),228,L,actual,Retail,NPR,250,1.91
2023-04-15,Province No. 3,CHITAWAN,Narayanghat,3836,27.65,84.39,oil and fats,Oil (soybean),306,L,actual,Retail,NPR,250,1.91
2023-04-15,Province No. 3,CHITAWAN,Narayanghat,3836,27.65,84.39,pulses and nuts,Chickpeas,244,KG,actual,Retail,NPR,100,0.76
2023-04-15,Province No. 3,CHITAWAN,Narayanghat,3836,27.65,84.39,pulses and nuts,Peanut,174,KG,actual,Retail,NPR,290,2.21
2023-04-15,Province No. 3,CHITAWAN,Narayanghat,3836,27.65,84.39,vegetables and fruits,Apples,345,KG,actual,Retail,NPR,250,1.91
2023-04-15,Province No. 3,CHITAWAN,Narayanghat,3836,27.65,84.39,vegetables and fruits,Cabbage,181,KG,actual,Retail,NPR,30,0.23
2023-04-15,Province No. 3,CHITAWAN,Narayanghat,3836,27.65,84.39,vegetables and fruits,Carrots,166,KG,actual,Retail,NPR,60,0.46
2023-04-15,Province No. 3,CHITAWAN,Narayanghat,3836,27.65,84.39,vegetables and fruits,Oranges,360,KG,actual,Retail,NPR,200,1.53
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,cereals and tubers,Potatoes (red),336,KG,actual,Retail,NPR,50,0.38
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,60,0.46
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,NPR,100,0.76
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,80,0.61
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,NPR,15,0.11
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,"meat, fish and eggs",Fish,139,KG,actual,Retail,NPR,450,3.43
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,NPR,430,3.28
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,milk and dairy,Milk,81,L,actual,Retail,NPR,100,0.76
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,oil and fats,Oil (mustard),228,L,actual,Retail,NPR,250,1.91
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,oil and fats,Oil (soybean),306,L,actual,Retail,NPR,200,1.53
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,pulses and nuts,Beans (black),85,KG,actual,Retail,NPR,180,1.37
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,pulses and nuts,Chickpeas,244,KG,actual,Retail,NPR,110,0.84
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,pulses and nuts,Peanut,174,KG,actual,Retail,NPR,210,1.6
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,vegetables and fruits,Apples,345,KG,actual,Retail,NPR,300,2.29
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,vegetables and fruits,Bananas,254,Dozen,actual,Retail,NPR,160,1.22
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,vegetables and fruits,Cabbage,181,KG,actual,Retail,NPR,80,0.61
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,vegetables and fruits,Carrots,166,KG,actual,Retail,NPR,100,0.76
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,vegetables and fruits,Oranges,360,KG,actual,Retail,NPR,180,1.37
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,vegetables and fruits,Pumpkin,412,KG,actual,Retail,NPR,80,0.61
2023-04-15,Province No. 3,KATHMANDU,Kathmandu,652,27.72,85.32,vegetables and fruits,Tomatoes,114,KG,actual,Retail,NPR,100,0.76
2023-04-15,Province No. 3,MAKAWANPUR,Hetauda,3833,27.42,85.03,cereals and tubers,Potatoes (red),336,KG,actual,Retail,NPR,40,0.31
2023-04-15,Province No. 3,MAKAWANPUR,Hetauda,3833,27.42,85.03,cereals and tubers,Rice (coarse),60,KG,actual,Retail,NPR,50,0.38
2023-04-15,Province No. 3,MAKAWANPUR,Hetauda,3833,27.42,85.03,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,NPR,78,0.6
2023-04-15,Province No. 3,MAKAWANPUR,Hetauda,3833,27.42,85.03,cereals and tubers,Wheat flour,58,KG,actual,Retail,NPR,90,0.69
2023-04-15,Province No. 3,MAKAWANPUR,Hetauda,3833,27.42,85.03,"meat, fish and eggs",Fish,139,KG,actual,Retail,NPR,350,2.67
2023-04-15,Province No. 3,MAKAWANPUR,Hetauda,3833,27.42,85.03,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,NPR,430,3.28
2023-04-15,Province No. 3,MAKAWANPUR,Hetauda,3833,27.42,85.03,milk and dairy,Milk,81,L,actual,Retail,NPR,120,0.92
2023-04-15,Province No. 3,MAKAWANPUR,Hetauda,3833,27.42,85.03,oil and fats,Oil (soybean),306,L,actual,Retail,NPR,240,1.83
2023-04-15,Province No. 3,MAKAWANPUR,Hetauda,3833,27.42,85.03,pulses and nuts,Chickpeas,244,KG,actual,Retail,NPR,110,0.84
2023-04-15,Province No. 3,MAKAWANPUR,Hetauda,3833,27.42,85.03,pulses and nuts,Lentils (broken),335,KG,actual,Retail,NPR,160,1.22
2023-04-15,Province No. 3,MAKAWANPUR,Hetauda,3833,27.42,85.03,pulses and nuts,Peanut,174,KG,actual,Retail,NPR,280,2.14
2023-04-15,Province No. 3,MAKAWANPUR,Hetauda,3833,27.42,85.03,vegetables and fruits,Bananas,254,Dozen,actual,Retail,NPR,140,1.07
2023-04-15,Province No. 3,MAKAWANPUR,Hetauda,3833,27.42,85.03,vegetables and fruits,Cabbage,181,KG,actual,Retail,NPR,20,0.15
